,muestra,AMCM,GDL,MTY,PROV,28 CDS,AMCM_upm,GDL_upm,MTY_upm,PROV_upm,28 CDS_upm
152,152,0.7996193583469277,0.7857142857142857,0.813034188034188,0.80564451561249,0.8024492120751852,334,85,85,467,971
153,153,0.80043980208906,0.7822410147991543,0.8204592901878914,0.7944411117776444,0.7977805178791615,334,85,85,467,971
154,154,0.7940610393181193,0.8096774193548387,0.7875647668393783,0.8040432345876701,0.7995820668693009,334,85,85,467,971
155,155,0.8022306855277476,0.7717976318622174,0.7704918032786885,0.8130146615786302,0.8018858938946566,334,85,85,467,971
156,156,0.80072666294019,0.7942122186495176,0.7915343915343915,0.8079390537289495,0.802757564151666,334,85,85,467,971
157,157,0.8032876712328767,0.7942430703624733,0.7959183673469388,0.80686175580222,0.8035134619056712,334,85,85,467,971
158,158,0.7966611932129174,0.8175026680896478,0.7881720430107527,0.7988413903316021,0.798803077799943,334,85,85,467,971
159,159,0.7963475373547316,0.8398268398268398,0.8050314465408805,0.8052778888444622,0.805222031637126,334,85,85,467,971
160,160,0.7995630802839978,0.812433011789925,0.7763578274760383,0.8022813688212928,0.7999240338049568,334,85,85,467,971
161,161,0.8057474440453164,0.8006430868167203,0.8111587982832618,0.8102625298329356,0.8079337899543378,334,85,85,467,971
162,162,0.8075233388248215,0.8014861995753716,0.789924973204716,0.8024,0.8029856422934297,334,85,85,467,971
163,163,0.8065217391304348,0.8021390374331551,0.7997847147470398,0.7973296133917895,0.801174020071956,334,85,85,467,971
164,164,0.79907306434024,0.788961038961039,0.8094725511302476,0.8012,0.8001140575990875,334,85,85,467,971
165,165,0.800601750547046,0.7997847147470398,0.7709205020920502,0.7991222820666267,0.7971385256774682,334,85,85,467,971
166,166,0.7920087575259989,0.805702217529039,0.8179871520342612,0.7965420184961801,0.7976972119135979,334,85,85,467,971
167,167,0.802660753880266,0.8046709129511678,0.780952380952381,0.8132905039148766,0.8059373806796487,334,85,85,467,971
168,168,0.8087506879471656,0.7879109225874867,0.791231732776618,0.7986483800437288,0.8004921446148022,334,85,85,467,971
